external_urls,followers,genres,id,name,popularity,uri
https://open.spotify.com/artist/6O4EGCCb6DoIiR6B1QCQgp,771554,"chillwave, hypnagogic pop, indie soul, indietronica",6O4EGCCb6DoIiR6B1QCQgp,Toro y Moi,61,spotify:artist:6O4EGCCb6DoIiR6B1QCQgp
https://open.spotify.com/artist/59Ih0XIAzMXq7Yf9ny3u5t,2225466,"banda, musica mexicana, norteno",59Ih0XIAzMXq7Yf9ny3u5t,El Chapo De Sinaloa,66,spotify:artist:59Ih0XIAzMXq7Yf9ny3u5t
https://open.spotify.com/artist/5wCmhq5J2hPwL2r0eKurxn,67803,"hypertechno, pop dance",5wCmhq5J2hPwL2r0eKurxn,cassö,70,spotify:artist:5wCmhq5J2hPwL2r0eKurxn
https://open.spotify.com/artist/57YsESW6BGZLHQgOg8AiAq,190198,"apostolic worship, ccm, world worship, worship",57YsESW6BGZLHQgOg8AiAq,Charity Gayle,61,spotify:artist:57YsESW6BGZLHQgOg8AiAq
https://open.spotify.com/artist/436sYg6CZhNefQJogaXeK0,393464,"classical, french romanticism, late romantic era",436sYg6CZhNefQJogaXeK0,Camille Saint-Saëns,64,spotify:artist:436sYg6CZhNefQJogaXeK0
https://open.spotify.com/artist/2hGh5VOeeqimQFxqXvfCUf,1673083,"bebop, free jazz, jazz, jazz saxophone, vocal jazz",2hGh5VOeeqimQFxqXvfCUf,John Coltrane,64,spotify:artist:2hGh5VOeeqimQFxqXvfCUf
https://open.spotify.com/artist/2IRfUbSEqoOzedNHXVD1Xb,512248,"musica neoleonesa, musica sonorense, norteno",2IRfUbSEqoOzedNHXVD1Xb,Carlos Y Jose,63,spotify:artist:2IRfUbSEqoOzedNHXVD1Xb
https://open.spotify.com/artist/1kMVs324xI4K0tQrKqA4c4,503428,dark trap,1kMVs324xI4K0tQrKqA4c4,City Morgue,60,spotify:artist:1kMVs324xI4K0tQrKqA4c4
https://open.spotify.com/artist/7FtCyCJCJaxabYO7Uyda5B,377813,chillwave,7FtCyCJCJaxabYO7Uyda5B,Cannons,61,spotify:artist:7FtCyCJCJaxabYO7Uyda5B
https://open.spotify.com/artist/0AtQAehoytV7j1r4O16dRb,484864,modern country pop,0AtQAehoytV7j1r4O16dRb,Cooper Alan,61,spotify:artist:0AtQAehoytV7j1r4O16dRb
https://open.spotify.com/artist/6mQfAAqZGBzIfrmlZCeaYT,1631060,"disco, funk, neo soul, quiet storm, soul",6mQfAAqZGBzIfrmlZCeaYT,Chaka Khan,65,spotify:artist:6mQfAAqZGBzIfrmlZCeaYT
https://open.spotify.com/artist/3IstlZaHyUP9SONpulb4SM,670298,indie pop rap,3IstlZaHyUP9SONpulb4SM,Chris Webby,59,spotify:artist:3IstlZaHyUP9SONpulb4SM
https://open.spotify.com/artist/6fxyWrfmjcbj5d12gXeiNV,2605533,"dark trap, drill, hip hop, miami hip hop, pop rap, rap, trap, underground hip hop",6fxyWrfmjcbj5d12gXeiNV,Denzel Curry,74,spotify:artist:6fxyWrfmjcbj5d12gXeiNV
https://open.spotify.com/artist/29WzbAQtDnBJF09es0uddn,799312,"british soul, neo soul, pop soul, soul",29WzbAQtDnBJF09es0uddn,Corinne Bailey Rae,64,spotify:artist:29WzbAQtDnBJF09es0uddn
https://open.spotify.com/artist/6nVcHLIgY5pE2YCl8ubca1,7935606,"reggaeton, trap latino, urbano latino",6nVcHLIgY5pE2YCl8ubca1,JHAYCO,82,spotify:artist:6nVcHLIgY5pE2YCl8ubca1
https://open.spotify.com/artist/74oJ4qxwOZvX6oSsu1DGnw,2386772,"album rock, blues rock, british blues, classic rock, folk rock, hard rock, psychedelic rock, rock, singer-songwriter, supergroup",74oJ4qxwOZvX6oSsu1DGnw,Cream,62,spotify:artist:74oJ4qxwOZvX6oSsu1DGnw
https://open.spotify.com/artist/3Ay15wt0QChT4Kapsuw5Jt,1058762,"contemporary country, country, country road",3Ay15wt0QChT4Kapsuw5Jt,Clint Black,58,spotify:artist:3Ay15wt0QChT4Kapsuw5Jt
https://open.spotify.com/artist/4Wjf8diP59VmPG7fi4y724,105097,"dutch house, edm, electro house, pop dance, progressive electro house",4Wjf8diP59VmPG7fi4y724,Cedric Gervais,66,spotify:artist:4Wjf8diP59VmPG7fi4y724
https://open.spotify.com/artist/2AZOALDIBORfbzKTuliwdJ,3562789,"latin arena pop, latin pop",2AZOALDIBORfbzKTuliwdJ,Cristian Castro,70,spotify:artist:2AZOALDIBORfbzKTuliwdJ
https://open.spotify.com/artist/67gqUXxHedeUGDTxwBzdjS,330606,"alternative hip hop, boom bap, buffalo hip hop, upstate ny rap",67gqUXxHedeUGDTxwBzdjS,Conway the Machine,60,spotify:artist:67gqUXxHedeUGDTxwBzdjS
https://open.spotify.com/artist/4cUkGQyhLFqKHBtL58HYVp,317461,"indie soul, la pop",4cUkGQyhLFqKHBtL58HYVp,Channel Tres,63,spotify:artist:4cUkGQyhLFqKHBtL58HYVp
https://open.spotify.com/artist/5PbpKlxQE0Ktl5lcNABoFf,771789,"furry, indie rock, pov: indie, slacker rock",5PbpKlxQE0Ktl5lcNABoFf,Car Seat Headrest,60,spotify:artist:5PbpKlxQE0Ktl5lcNABoFf
https://open.spotify.com/artist/4MPkNgar5uTd8Sqvrr7par,1205643,"contemporary country, country, country road",4MPkNgar5uTd8Sqvrr7par,Clay Walker,57,spotify:artist:4MPkNgar5uTd8Sqvrr7par
https://open.spotify.com/artist/2hIvOHaLTl9XCyCbNPwYzT,161648,"ccm, worship",2hIvOHaLTl9XCyCbNPwYzT,Chris Renzema,57,spotify:artist:2hIvOHaLTl9XCyCbNPwYzT
https://open.spotify.com/artist/5pqvAI85RMxL9K0xHvSwGu,249645,"melodic metalcore, metalcore, progressive deathcore",5pqvAI85RMxL9K0xHvSwGu,Currents,60,spotify:artist:5pqvAI85RMxL9K0xHvSwGu
https://open.spotify.com/artist/1wRPtKGflJrBx9BmLsSwlU,36260094,"filmi, modern bollywood",1wRPtKGflJrBx9BmLsSwlU,Pritam,87,spotify:artist:1wRPtKGflJrBx9BmLsSwlU
https://open.spotify.com/artist/3yKoHgjtyenCOIRaD2Gghu,259508,background music,3yKoHgjtyenCOIRaD2Gghu,Cafe Music BGM channel,67,spotify:artist:3yKoHgjtyenCOIRaD2Gghu
https://open.spotify.com/artist/2M4Yt7oKGoYd0wqU44k4i2,1426242,"contemporary country, country, country road, outlaw country",2M4Yt7oKGoYd0wqU44k4i2,Travis Tritt,65,spotify:artist:2M4Yt7oKGoYd0wqU44k4i2
https://open.spotify.com/artist/5TYxZTjIPqKM8K8NuP9woO,2793191,urbano espanol,5TYxZTjIPqKM8K8NuP9woO,C. Tangana,72,spotify:artist:5TYxZTjIPqKM8K8NuP9woO
https://open.spotify.com/artist/09xj0S68Y1OU1vHMCZAIvz,3105676,"latin alternative, latin pop, latin rock, mexican rock, rock en espanol",09xj0S68Y1OU1vHMCZAIvz,Café Tacvba,68,spotify:artist:09xj0S68Y1OU1vHMCZAIvz
https://open.spotify.com/artist/7290H8m1Dwt8G7jm1y9CQx,567421,mellow gold,7290H8m1Dwt8G7jm1y9CQx,Chris Isaak,66,spotify:artist:7290H8m1Dwt8G7jm1y9CQx
https://open.spotify.com/artist/4GNC7GD6oZMSxPGyXy4MNB,12714079,"pop, uk pop",4GNC7GD6oZMSxPGyXy4MNB,Lewis Capaldi,79,spotify:artist:4GNC7GD6oZMSxPGyXy4MNB
https://open.spotify.com/artist/6tbjWDEIzxoDsBA1FuhfPW,8012537,"dance pop, pop",6tbjWDEIzxoDsBA1FuhfPW,Madonna,80,spotify:artist:6tbjWDEIzxoDsBA1FuhfPW
https://open.spotify.com/artist/4DWuml4Jf6K81b5rAPwMb6,21247,uk dance,4DWuml4Jf6K81b5rAPwMb6,Clementine Douglas,68,spotify:artist:4DWuml4Jf6K81b5rAPwMb6
https://open.spotify.com/artist/2XIbOWDT5vZPW7jNyzdfcK,171516,metalcore,2XIbOWDT5vZPW7jNyzdfcK,Caskets,60,spotify:artist:2XIbOWDT5vZPW7jNyzdfcK
https://open.spotify.com/artist/1iJdyDcY98X3GMnUesl7tf,2232212,"trap, underground hip hop",1iJdyDcY98X3GMnUesl7tf,Comethazine,58,spotify:artist:1iJdyDcY98X3GMnUesl7tf
https://open.spotify.com/artist/3CjlHNtplJyTf9npxaPl5w,1391956,"indietronica, metropopolis, neo-synthpop, shimmer pop",3CjlHNtplJyTf9npxaPl5w,CHVRCHES,62,spotify:artist:3CjlHNtplJyTf9npxaPl5w
https://open.spotify.com/artist/7iMvwE8qANp3aIfAGKEAwS,732229,"battle rap, east coast hip hop, harlem hip hop, southern hip hop",7iMvwE8qANp3aIfAGKEAwS,Cam'ron,59,spotify:artist:7iMvwE8qANp3aIfAGKEAwS
https://open.spotify.com/artist/2pdvghEHZJtgSXZ7cvNLou,1939627,"album rock, classic rock, country rock, folk, folk rock, mellow gold, rock, soft rock",2pdvghEHZJtgSXZ7cvNLou,"Crosby, Stills & Nash",59,spotify:artist:2pdvghEHZJtgSXZ7cvNLou
https://open.spotify.com/artist/7ohlPA8dRBtCf92zaZCaaB,852038,"australian rock, permanent wave",7ohlPA8dRBtCf92zaZCaaB,Crowded House,66,spotify:artist:7ohlPA8dRBtCf92zaZCaaB
https://open.spotify.com/artist/6QwlKB1hO357wh5oNuuInl,79057,phonk brasileiro,6QwlKB1hO357wh5oNuuInl,Crazy Mano,68,spotify:artist:6QwlKB1hO357wh5oNuuInl
https://open.spotify.com/artist/4Ge8xMJNwt6EEXOzVXju9a,528323,"art pop, escape room, indie pop, indietronica",4Ge8xMJNwt6EEXOzVXju9a,Caroline Polachek,61,spotify:artist:4Ge8xMJNwt6EEXOzVXju9a
https://open.spotify.com/artist/1rPMCfJhANfBT78l2wf4d6,217835,sped up,1rPMCfJhANfBT78l2wf4d6,Clovis Reyes,65,spotify:artist:1rPMCfJhANfBT78l2wf4d6
https://open.spotify.com/artist/4puAp107dCehraE47QXVQX,2077491,"trap argentino, trap triste",4puAp107dCehraE47QXVQX,C.R.O,73,spotify:artist:4puAp107dCehraE47QXVQX
https://open.spotify.com/artist/6ktyNEnEukKzskQEiXgCFD,1034076,"contemporary country, country, country road",6ktyNEnEukKzskQEiXgCFD,Craig Morgan,56,spotify:artist:6ktyNEnEukKzskQEiXgCFD
https://open.spotify.com/artist/048LktY5zMnakWq7PTtFrz,1509755,"afro r&b, afrobeats",048LktY5zMnakWq7PTtFrz,CKay,68,spotify:artist:048LktY5zMnakWq7PTtFrz
https://open.spotify.com/artist/5UJ2sHO2ELrgW6aXeRLTQQ,3093983,"filmi, marathi pop",5UJ2sHO2ELrgW6aXeRLTQQ,Chinmayi,73,spotify:artist:5UJ2sHO2ELrgW6aXeRLTQQ
https://open.spotify.com/artist/4FtSnMlCVxCswABUmdhwpm,1175094,"classic rock, folk, folk rock, mellow gold, singer-songwriter, soft rock",4FtSnMlCVxCswABUmdhwpm,Carly Simon,62,spotify:artist:4FtSnMlCVxCswABUmdhwpm
https://open.spotify.com/artist/5SulO4l40qDuV9zUGLZx7n,3823842,"italian hip hop, italian pop, trap italiana",5SulO4l40qDuV9zUGLZx7n,Capo Plaza,74,spotify:artist:5SulO4l40qDuV9zUGLZx7n
https://open.spotify.com/artist/1tKrZaph4cLsnEdqC5BNEQ,383381,"agronejo, arrocha, sertanejo, sertanejo pop, sertanejo universitario",1tKrZaph4cLsnEdqC5BNEQ,Clayton & Romário,72,spotify:artist:1tKrZaph4cLsnEdqC5BNEQ
https://open.spotify.com/artist/6VDdCwrBM4qQaGxoAyxyJC,881782,"indie rock, modern alternative rock, modern rock, piano rock, stomp and holler",6VDdCwrBM4qQaGxoAyxyJC,Cold War Kids,59,spotify:artist:6VDdCwrBM4qQaGxoAyxyJC
https://open.spotify.com/artist/13kMpt8IdcHcdxPLcJrgU2,131044,"indie game soundtrack, oceania soundtrack, video game music",13kMpt8IdcHcdxPLcJrgU2,Christopher Larkin,61,spotify:artist:13kMpt8IdcHcdxPLcJrgU2
https://open.spotify.com/artist/1L4nOFaQKejFy75REi9BKh,14372,hollywood,1L4nOFaQKejFy75REi9BKh,Christine Baranski,64,spotify:artist:1L4nOFaQKejFy75REi9BKh
https://open.spotify.com/artist/1LB8qB5BPb3MHQrfkvifXU,1501561,"album rock, beatlesque, classic rock, glam metal, glam rock, hard rock, mellow gold, power pop, rock, singer-songwriter, soft rock",1LB8qB5BPb3MHQrfkvifXU,Cheap Trick,60,spotify:artist:1LB8qB5BPb3MHQrfkvifXU
https://open.spotify.com/artist/2PqkSKtPxs112KDZdRXGO2,95445,indie game soundtrack,2PqkSKtPxs112KDZdRXGO2,ConcernedApe,59,spotify:artist:2PqkSKtPxs112KDZdRXGO2
https://open.spotify.com/artist/3s2wTjWxK8NOX09dmsvVOh,968789,"crunk, dirty south rap, hip pop, pop rap, southern hip hop",3s2wTjWxK8NOX09dmsvVOh,Chingy,59,spotify:artist:3s2wTjWxK8NOX09dmsvVOh
https://open.spotify.com/artist/5XJDexmWFLWOkjOEjOVX3e,7413760,"trap boricua, trap latino, trap triste, urbano latino",5XJDexmWFLWOkjOEjOVX3e,Eladio Carrion,80,spotify:artist:5XJDexmWFLWOkjOEjOVX3e
https://open.spotify.com/artist/4j0qbafzqnGf4ARF8tY4VL,285965,reggae rock,4j0qbafzqnGf4ARF8tY4VL,Common Kings,57,spotify:artist:4j0qbafzqnGf4ARF8tY4VL
https://open.spotify.com/artist/5rwUYLyUq8gBsVaOUcUxpE,297133,"nyc pop, retro soul",5rwUYLyUq8gBsVaOUcUxpE,Lawrence,59,spotify:artist:5rwUYLyUq8gBsVaOUcUxpE
https://open.spotify.com/artist/2KtMll7bpqySnZhr8wriRE,519572,trap latino,2KtMll7bpqySnZhr8wriRE,CDobleta,64,spotify:artist:2KtMll7bpqySnZhr8wriRE
https://open.spotify.com/artist/2iI5KWXLjw1tqLQsdjuo0e,17393,dembow dominicano,2iI5KWXLjw1tqLQsdjuo0e,Chael Produciendo,62,spotify:artist:2iI5KWXLjw1tqLQsdjuo0e
https://open.spotify.com/artist/2L9DVKDXY3W8uRl5TwLbMC,115549,modern country pop,2L9DVKDXY3W8uRl5TwLbMC,Colby Acuff,56,spotify:artist:2L9DVKDXY3W8uRl5TwLbMC
https://open.spotify.com/artist/0yNSzH5nZmHzeE2xn6Xshb,2887993,"latin afrobeat, latin alternative, latin hip hop, latin rock, puerto rican rock, rap conciencia, reggaeton, rock en espanol",0yNSzH5nZmHzeE2xn6Xshb,Calle 13,68,spotify:artist:0yNSzH5nZmHzeE2xn6Xshb
https://open.spotify.com/artist/2weA6hhVqTIN2gSn9PUB9U,612784,"cha-cha-cha, cuban rumba, mambo, musica tradicional cubana, salsa",2weA6hhVqTIN2gSn9PUB9U,Celia Cruz,64,spotify:artist:2weA6hhVqTIN2gSn9PUB9U
https://open.spotify.com/artist/7okSU80WTrn4LXlyXYbX3P,904927,"alt z, gen z singer-songwriter",7okSU80WTrn4LXlyXYbX3P,Clinton Kane,62,spotify:artist:7okSU80WTrn4LXlyXYbX3P
https://open.spotify.com/artist/1CYsQCypByMVgnv17qsSbQ,1740677,"album rock, classic rock, country rock, folk, folk rock, mellow gold, rock, roots rock, soft rock, supergroup",1CYsQCypByMVgnv17qsSbQ,"Crosby, Stills, Nash & Young",59,spotify:artist:1CYsQCypByMVgnv17qsSbQ
https://open.spotify.com/artist/6rzNFUmaEVnYb8kzh9tBTt,272991,gym phonk,6rzNFUmaEVnYb8kzh9tBTt,CURSEDEVIL,66,spotify:artist:6rzNFUmaEVnYb8kzh9tBTt
https://open.spotify.com/artist/6kz53iCdBSqhQCZ21CoLcc,1596242,"new romantic, new wave, new wave pop, soft rock, synthpop",6kz53iCdBSqhQCZ21CoLcc,Culture Club,64,spotify:artist:6kz53iCdBSqhQCZ21CoLcc
https://open.spotify.com/artist/5N3AyFVEE8vJa7AZEl7nD3,177308,sad sierreno,5N3AyFVEE8vJa7AZEl7nD3,Conjunto Rienda Real,60,spotify:artist:5N3AyFVEE8vJa7AZEl7nD3
https://open.spotify.com/artist/6UtYvUtXnmg5EtllDFlWp8,203444,"alabama rap, alternative r&b",6UtYvUtXnmg5EtllDFlWp8,CHIKA,63,spotify:artist:6UtYvUtXnmg5EtllDFlWp8
https://open.spotify.com/artist/7vXDAI8JwjW531ouMGbfcp,8202703,"latin pop, latin viral pop, pop argentino",7vXDAI8JwjW531ouMGbfcp,TINI,77,spotify:artist:7vXDAI8JwjW531ouMGbfcp
https://open.spotify.com/artist/240wlM8vDrf6S4zCyzGj2W,449638,"deep tech house, house, progressive house, uk dance",240wlM8vDrf6S4zCyzGj2W,CamelPhat,67,spotify:artist:240wlM8vDrf6S4zCyzGj2W
https://open.spotify.com/artist/7j6DKwmjbxvpQO8h914uEz,2832585,"reggaeton, trap colombiano, trap latino, urbano latino",7j6DKwmjbxvpQO8h914uEz,Ryan Castro,78,spotify:artist:7j6DKwmjbxvpQO8h914uEz
https://open.spotify.com/artist/5yambtXlsDmaV304q7CRIe,323724,"corrido, musica mexicana, norteno, sierreno",5yambtXlsDmaV304q7CRIe,Cuarto de Milla,58,spotify:artist:5yambtXlsDmaV304q7CRIe
https://open.spotify.com/artist/55fhWPvDiMpLnE4ZzNXZyW,1339335,"alt z, pop",55fhWPvDiMpLnE4ZzNXZyW,Noah Cyrus,74,spotify:artist:55fhWPvDiMpLnE4ZzNXZyW
https://open.spotify.com/artist/7BAaznGSsqcksud4R5ou5z,49067,nyc rap,7BAaznGSsqcksud4R5ou5z,Cory Gunz,56,spotify:artist:7BAaznGSsqcksud4R5ou5z
https://open.spotify.com/artist/3E0MPcbZSjfJ1HsnJKXkqd,6569,movie tunes,3E0MPcbZSjfJ1HsnJKXkqd,Cheryl Freeman,57,spotify:artist:3E0MPcbZSjfJ1HsnJKXkqd
https://open.spotify.com/artist/2Cy7KBSkqu7otJfuMTWT7Y,4290618,"bolero, latin pop, ranchera",2Cy7KBSkqu7otJfuMTWT7Y,Camilo Sesto,67,spotify:artist:2Cy7KBSkqu7otJfuMTWT7Y
https://open.spotify.com/artist/3mXvO1rdMCgdOYNiWeduWG,37448,"broadway, show tunes",3mXvO1rdMCgdOYNiWeduWG,Christian Borle,59,spotify:artist:3mXvO1rdMCgdOYNiWeduWG
https://open.spotify.com/artist/5VE6IinEVSwdQNqQIN8zAN,98677,corrido,5VE6IinEVSwdQNqQIN8zAN,Los Caimanes De Sinaloa,58,spotify:artist:5VE6IinEVSwdQNqQIN8zAN
https://open.spotify.com/artist/68abRTdO4meYReMWHvBYb0,1010736,"contemporary country, country, country road, modern country rock",68abRTdO4meYReMWHvBYb0,Chris Lane,55,spotify:artist:68abRTdO4meYReMWHvBYb0
https://open.spotify.com/artist/3s8alQfNnY0roAHaJh7Xxt,596901,underground hip hop,3s8alQfNnY0roAHaJh7Xxt,Dom Kennedy,56,spotify:artist:3s8alQfNnY0roAHaJh7Xxt
https://open.spotify.com/artist/6mU8ucezzms5I2kNH6HNlu,2093185,"post-teen pop, talent show, uk pop, viral pop",6mU8ucezzms5I2kNH6HNlu,Conor Maynard,64,spotify:artist:6mU8ucezzms5I2kNH6HNlu
https://open.spotify.com/artist/5lYeiQxUTcGKVgAuTqbTeL,1716598,"mexican hip hop, rap conciencia",5lYeiQxUTcGKVgAuTqbTeL,Charles Ans,69,spotify:artist:5lYeiQxUTcGKVgAuTqbTeL
https://open.spotify.com/artist/6aLdhHUqgdKE86xbtNmY8g,1215893,"k-pop, korean r&b",6aLdhHUqgdKE86xbtNmY8g,Crush,64,spotify:artist:6aLdhHUqgdKE86xbtNmY8g
https://open.spotify.com/artist/78F6Xkd46aMHkr4AP60TXY,69935,trap latino,78F6Xkd46aMHkr4AP60TXY,Clarent,62,spotify:artist:78F6Xkd46aMHkr4AP60TXY
https://open.spotify.com/artist/0eecdvMrqBftK0M1VKhaF4,9422759,"boy band, latin pop, reggaeton, urbano latino",0eecdvMrqBftK0M1VKhaF4,CNCO,66,spotify:artist:0eecdvMrqBftK0M1VKhaF4
https://open.spotify.com/artist/2aYJ5LAta2ScCdfLhKgZOY,500242,"neon pop punk, pop punk, post-teen pop",2aYJ5LAta2ScCdfLhKgZOY,Cobra Starship,58,spotify:artist:2aYJ5LAta2ScCdfLhKgZOY
https://open.spotify.com/artist/37J1PlAkhRK7yrZUtqaUpQ,1076602,"electro swing, nu jazz",37J1PlAkhRK7yrZUtqaUpQ,Caravan Palace,61,spotify:artist:37J1PlAkhRK7yrZUtqaUpQ
https://open.spotify.com/artist/5FkMS3KgG0cjiRm250NFTJ,319534,cloud rap,5FkMS3KgG0cjiRm250NFTJ,Coco & Clair Clair,58,spotify:artist:5FkMS3KgG0cjiRm250NFTJ
https://open.spotify.com/artist/58r1rB5t3VF5X6yXGPequV,1993926,worship,58r1rB5t3VF5X6yXGPequV,Maverick City Music,71,spotify:artist:58r1rB5t3VF5X6yXGPequV
https://open.spotify.com/artist/0aMqt2uGLuHj4eI8oXgVzN,185278,mexican pop,0aMqt2uGLuHj4eI8oXgVzN,Christian Chávez,66,spotify:artist:0aMqt2uGLuHj4eI8oXgVzN
https://open.spotify.com/artist/7AvcFSTZCBcqx0Uf03lrP8,6681,"corecore, slowed and reverb",7AvcFSTZCBcqx0Uf03lrP8,chillwithme,62,spotify:artist:7AvcFSTZCBcqx0Uf03lrP8
https://open.spotify.com/artist/5O8cudluftNZ6PCwRzvYxo,145418,mexican pop,5O8cudluftNZ6PCwRzvYxo,Christopher von Uckermann,66,spotify:artist:5O8cudluftNZ6PCwRzvYxo
https://open.spotify.com/artist/1c70yCa8sRgIiQxl3HOEFo,628147,"atl hip hop, girl group, hip pop, r&b, southern hip hop, urban contemporary",1c70yCa8sRgIiQxl3HOEFo,Cherish,64,spotify:artist:1c70yCa8sRgIiQxl3HOEFo
https://open.spotify.com/artist/0EiNdCUwM4B5GkTInLAyuj,240127,singer-songwriter pop,0EiNdCUwM4B5GkTInLAyuj,Caleb Hearn,62,spotify:artist:0EiNdCUwM4B5GkTInLAyuj
https://open.spotify.com/artist/0CLVTdLvMwJzZtHovVneAC,4772,corecore,0CLVTdLvMwJzZtHovVneAC,cødy,62,spotify:artist:0CLVTdLvMwJzZtHovVneAC
https://open.spotify.com/artist/52oVYHQ99ORZzeig2YGo4R,302806,"ccm, christian alternative rock, christian music",52oVYHQ99ORZzeig2YGo4R,Colton Dixon,55,spotify:artist:52oVYHQ99ORZzeig2YGo4R
https://open.spotify.com/artist/1DA8SLXtp8MMVpgaOWzMQr,1716797,"banda, musica mexicana",1DA8SLXtp8MMVpgaOWzMQr,Chuy Lizarraga y Su Banda Tierra Sinaloense,62,spotify:artist:1DA8SLXtp8MMVpgaOWzMQr
https://open.spotify.com/artist/2wcrc3fjebDRLVdtRUa3pu,193361,"deep underground hip hop, indie pop rap, ohio hip hop",2wcrc3fjebDRLVdtRUa3pu,Cal Scruby,57,spotify:artist:2wcrc3fjebDRLVdtRUa3pu
https://open.spotify.com/artist/726MxZBpkxnnoKl6aN7mmj,81855,"bboy, instrumental funk",726MxZBpkxnnoKl6aN7mmj,Cookin' On 3 Burners,64,spotify:artist:726MxZBpkxnnoKl6aN7mmj
https://open.spotify.com/artist/3erL8NEQbmmOXhO6yyVWxO,84475,commons,3erL8NEQbmmOXhO6yyVWxO,Celestial Aeon Project,60,spotify:artist:3erL8NEQbmmOXhO6yyVWxO
https://open.spotify.com/artist/6JaSyvyg28SHC0Of8YE6M9,1466258,"latin christian, latin worship",6JaSyvyg28SHC0Of8YE6M9,Christine D'Clario,63,spotify:artist:6JaSyvyg28SHC0Of8YE6M9
https://open.spotify.com/artist/0HRGx78eQaMqoHoopLfi2h,26029,atl drill,0HRGx78eQaMqoHoopLfi2h,Chuckyy,53,spotify:artist:0HRGx78eQaMqoHoopLfi2h
https://open.spotify.com/artist/6HclTVD03WSY6GUpN16BkP,55117,"classical, classical performance, orchestral performance",6HclTVD03WSY6GUpN16BkP,Claudio Abbado,62,spotify:artist:6HclTVD03WSY6GUpN16BkP
https://open.spotify.com/artist/3R6c2tWDBeYB1GncjLMn9n,896283,"alternative metal, grunge, nu metal, post-grunge",3R6c2tWDBeYB1GncjLMn9n,Candlebox,55,spotify:artist:3R6c2tWDBeYB1GncjLMn9n
https://open.spotify.com/artist/3YJMzGjAm245zwJooY7PEj,594487,"contemporary r&b, hip pop, neo soul, r&b, urban contemporary",3YJMzGjAm245zwJooY7PEj,Chrisette Michele,56,spotify:artist:3YJMzGjAm245zwJooY7PEj
https://open.spotify.com/artist/26qmuJTgE3g67pPClBQ3Iu,149337,detroit trap,26qmuJTgE3g67pPClBQ3Iu,Cash Kidd,54,spotify:artist:26qmuJTgE3g67pPClBQ3Iu
https://open.spotify.com/artist/2QcZxAgcs2I1q7CtCkl6MI,2959241,"c-pop, cantopop, mandopop",2QcZxAgcs2I1q7CtCkl6MI,Eason Chan,65,spotify:artist:2QcZxAgcs2I1q7CtCkl6MI
https://open.spotify.com/artist/48vmXfV0QPy3ljXBp81Fwn,174778,pov: indie,48vmXfV0QPy3ljXBp81Fwn,Coyote Theory,61,spotify:artist:48vmXfV0QPy3ljXBp81Fwn
https://open.spotify.com/artist/2oQJQUIpJFFnfKvHJA0xBu,123070,"orchestra, scorecore, symfonicky orchestr",2oQJQUIpJFFnfKvHJA0xBu,The City of Prague Philharmonic Orchestra,60,spotify:artist:2oQJQUIpJFFnfKvHJA0xBu
https://open.spotify.com/artist/5A7T1LAGJg5NXySBoIKUmF,125482,rage rap,5A7T1LAGJg5NXySBoIKUmF,che,55,spotify:artist:5A7T1LAGJg5NXySBoIKUmF
https://open.spotify.com/artist/5NS0854TqZQVoRmJKSWtFZ,2792496,"electro latino, latin hip hop, latin pop, urbano latino",5NS0854TqZQVoRmJKSWtFZ,Chino & Nacho,65,spotify:artist:5NS0854TqZQVoRmJKSWtFZ
https://open.spotify.com/artist/3BmGtnKgCSGYIUhmivXKWX,10540616,"dance pop, pop, talent show",3BmGtnKgCSGYIUhmivXKWX,Kelly Clarkson,73,spotify:artist:3BmGtnKgCSGYIUhmivXKWX
https://open.spotify.com/artist/7arQA31aZVS8yS6zUveWzb,241623,nyc rap,7arQA31aZVS8yS6zUveWzb,CJ,61,spotify:artist:7arQA31aZVS8yS6zUveWzb
https://open.spotify.com/artist/5sm0jQ1mq0dusiLtDJ2b4R,633422,"edm, electro house, house, pop dance, progressive electro house, progressive house",5sm0jQ1mq0dusiLtDJ2b4R,Eric Prydz,65,spotify:artist:5sm0jQ1mq0dusiLtDJ2b4R
https://open.spotify.com/artist/4bbloxL2d1IeYwuT2eIgib,250878,classic texas country,4bbloxL2d1IeYwuT2eIgib,Casey Donahew,53,spotify:artist:4bbloxL2d1IeYwuT2eIgib
https://open.spotify.com/artist/2hbA9AbMYcgXBGgBK6MCfx,1153549,"musica mexicana, norteno, ranchera",2hbA9AbMYcgXBGgBK6MCfx,Cornelio Reyna,60,spotify:artist:2hbA9AbMYcgXBGgBK6MCfx
https://open.spotify.com/artist/0cc6vw3VN8YlIcvr1v7tBL,5249709,"album rock, alternative metal, glam metal, hard rock, metal, rock, sleaze rock",0cc6vw3VN8YlIcvr1v7tBL,Mötley Crüe,71,spotify:artist:0cc6vw3VN8YlIcvr1v7tBL
https://open.spotify.com/artist/7dOCnyDR2oEa1hQlvTXvdT,299109,indiecoustica,7dOCnyDR2oEa1hQlvTXvdT,Cody Fry,58,spotify:artist:7dOCnyDR2oEa1hQlvTXvdT
https://open.spotify.com/artist/2W8yFh0Ga6Yf3jiayVxwkE,5172949,pop,2W8yFh0Ga6Yf3jiayVxwkE,Dove Cameron,73,spotify:artist:2W8yFh0Ga6Yf3jiayVxwkE
