external_urls,followers,genres,id,name,popularity,uri,related_artists
https://open.spotify.com/artist/3gfeKrOBLlmoaUXfGJzmS5,130745,ambient lo-fi,3gfeKrOBLlmoaUXfGJzmS5,Austin Farwell,65,spotify:artist:3gfeKrOBLlmoaUXfGJzmS5,"31klRMTQJ94NrxwIZJwJBY, 0jrFMgW018F1XVnLtCXOKi"
https://open.spotify.com/artist/3ICflSq6ZgYAIrm2CTkfVP,2438138,"album rock, british invasion, classic rock, hard rock, protopunk, psychedelic rock, rock",3ICflSq6ZgYAIrm2CTkfVP,The Animals,65,spotify:artist:3ICflSq6ZgYAIrm2CTkfVP,"1SQRv42e4PjEYfPhS0Tk9E, 3eskO5m0H4yiF64vRySBjr, 1bs7HoMkSyQwcobCpE9KpN, 67ea9eGLXYMsO2eYQRui3w"
https://open.spotify.com/artist/0xliTEbFfy5HQHvsTknTkX,872461,"new romantic, new wave pop, synthpop",0xliTEbFfy5HQHvsTknTkX,Alphaville,72,spotify:artist:0xliTEbFfy5HQHvsTknTkX,"2jzc5TC5TVFLXQlBNiIUzE, 2ycnb8Er79LoH2AsR5ldjh, 2wpWOzQE5TpA0dVnh5YD08, 0NKDgy9j66h3DLnN8qu1bB"
https://open.spotify.com/artist/1HY2Jd0NmPuamShAr6KMms,30970792,"art pop, dance pop, pop",1HY2Jd0NmPuamShAr6KMms,Lady Gaga,86,spotify:artist:1HY2Jd0NmPuamShAr6KMms,"26dSoYclwsYLMAKD3tpOr4, 6jJ0s89eD6GaHleKKya26X, 6LqNN22kT3074XbTVUrhzX, 1KCSPY1glIKqW2TotWuXOR, 5YGY8feqx7naU7z4HrwZM6, 1l7ZsJRRS8wlW3WfJfPfNS, 6tbjWDEIzxoDsBA1FuhfPW, 5WUlDfRSoLAfcVSX1WnrxN, 4yiQZ8tQPux8cPriYMWUFP, 0p4nmQO2msCgU4IF37Wi3j, 2DlGxzQSjYe5N6G9nkYghR, 0X2BH1fck6amBIoJhDVmmJ, 3BmGtnKgCSGYIUhmivXKWX, 2gsggkzM5R49q6jpPvazou, 6S2OmqARrzebs0tKUEyXyp, 6vWDO969PvNqNYHIOW5v0m, 3r17AfJCCUqC9Lf0OAc73G, 0uq5PttqEjj3IH1bzwcrXF, 5pKCCKE2ajJHZ9KAiaK11H, 6M2wZ9GZgrQXHCFfjv46we"
https://open.spotify.com/artist/1ZwdS5xdxEREPySFridCfh,18585095,"g funk, gangster rap, hip hop, rap, west coast rap",1ZwdS5xdxEREPySFridCfh,2Pac,79,spotify:artist:1ZwdS5xdxEREPySFridCfh,"5me0Irg2ANcsgc93uaYrpb, 3Mcii5XWf6E0lrY3Uky4cA, 4EnEZVjo3w1cwcQYePccay, 5spEJXLwD1sKUdC2bnOHPg, 6DPYiyq5kWVQS4RGwxzPC7, 7hJcb9fa4alzcOq3EaNPoG, 3q7HBObVc0L8jNeTe5Gofh, 20qISvAhX20dpIbOOzGK3q, 1Oa0bMld0A3u5OTYfMzp5h, 1HwM5zlC5qNWhJtM00yXzG, 6O2zJ0tId7g07yzHtX0yap, 34EP7KEpOjXcM2TCat1ISk, 3nFkdlSjzX9mRTtwJOzDYB, 0NbfKEOTQCcwd6o7wSDOHI, 4VmEWwd8y9MCLwexFMdpwt, 1YfEcTuGvBQ8xSD1f53UnK"
https://open.spotify.com/artist/087yHuMGyFxaNbvfTXpNOI,2916,,087yHuMGyFxaNbvfTXpNOI,Avery's Ambient,70,spotify:artist:087yHuMGyFxaNbvfTXpNOI,
https://open.spotify.com/artist/4xXCRXOfQKQ2gjWxNhNzYW,4478671,soft rock,4xXCRXOfQKQ2gjWxNhNzYW,Air Supply,70,spotify:artist:4xXCRXOfQKQ2gjWxNhNzYW,"0grdhNhiRLFBaFVyybqsj6, 70ZTdbPEcEugBNay4MvxfL, 1eEfMU2AhEo7XnKgL7c304, 695W5F2Ih8dYahLdjVOIoH, 3iDD7bnsjL9J4fO298r0L0, 0kObWap02DEg9EAJ3PBxzf, 4tw2Lmn9tTPUv7Gy7mVPI4, 3gMaNLQm7D9MornNILzdSl"
https://open.spotify.com/artist/3EA9hVIzKfFiQI0Kikz2wo,2807044,"classical tenor, italian tenor, operatic pop",3EA9hVIzKfFiQI0Kikz2wo,Andrea Bocelli,69,spotify:artist:3EA9hVIzKfFiQI0Kikz2wo,"61J0BktHv7PuP3tjTPYXSX, 4etuCZVdP8yiNPn4xf0ie5, 1Mxqyy3pSjf8kZZL4QVxS0, 1GxkXlMwML1oSg5eLPiAz3, 2e4nwiX8ZCU09LGLOpeqTH"
https://open.spotify.com/artist/3A5tHz1SfngyOZM2gItYKu,2269349,"alternative hip hop, drumless hip hop, experimental hip hop, hip hop, rap, underground hip hop",3A5tHz1SfngyOZM2gItYKu,Earl Sweatshirt,69,spotify:artist:3A5tHz1SfngyOZM2gItYKu,"68kEuyFKyqrdQQLLsmiatm, 6yJ6QQ3Y5l0s0tn7b0arrO, 0eVyjRhzZKke2KFYTcDkeu, 0Y4inQK6OespitzD6ijMwb, 0ABk515kENDyATUdpCKVfW, 2aoFQUeHD1U7pL098lRsDU, 6aaMZ3fcfLv4tEbmY7bjRM, 2P5sC9cVZDToPxyomzF1UH"
https://open.spotify.com/artist/2DspEsT7UXGKd2VaaedgG4,3943256,"reggaeton, trap latino, urbano latino",2DspEsT7UXGKd2VaaedgG4,Alex Rose,70,spotify:artist:2DspEsT7UXGKd2VaaedgG4,"1Ts9of7VPZElwPQnqnDSfW, 2LmcxBak1alK1bf7d1beTr, 1TtXnWcUs0FCkaZDPGYHdf, 00XhexlJEXQstHimpZN910, 1fux65HMCBvfJHqlBc4Nno, 6kq4GHwUcUojGIu0ziSNXf, 0KPX4Ucy9dk82uj4GpKesn, 1pf0MPKfKdvS8J779mS1Ay, 64aJYyrXljOodnUG6jvhRD, 3RtNN1VnooWEn3KQk03DUL, 1pQWsZQehhS4wavwh7Fnxd, 1jSjfSgDjedJdi5MoyRu78, 5hdhHgpxyniooUiQVaPxQ0, 1RBzGO6Nm3uyhUSxP7EDWO, 4z19QMyPVRwbd4Fs2LisBa, 47MpMsUfWtgyIIBEFOr4FE, 11YLRSsZA3YVuQQtHXKTlz, 14zUHaJZo1mnYtn6IBRaRP"
https://open.spotify.com/artist/459INk8vcC0ebEef82WjIK,847696,"classical, early avant garde, early modern classical, impressionism, post-romantic era",459INk8vcC0ebEef82WjIK,Erik Satie,65,spotify:artist:459INk8vcC0ebEef82WjIK,"1Uff91EOsvd99rtAupatMP, 2UqjDAXnDxejEyE0CzfUrZ, 5wTAi7QkpP6kp8a54lmTOq, 7y97mc3bZRFXzT2szRM4L4"
https://open.spotify.com/artist/77tT1kLj6mCWtFNqiOmP9H,2478596,"album rock, classic rock, mellow gold, rock, singer-songwriter, soft rock, yacht rock",77tT1kLj6mCWtFNqiOmP9H,Daryl Hall & John Oates,76,spotify:artist:77tT1kLj6mCWtFNqiOmP9H,"3Y3xIwWyq5wnNHPp5gPjOW, 39T6qqI0jDtSWWioX8eGJz, 6DCIj8jNaNpBz8e5oKFPtp, 0kObWap02DEg9EAJ3PBxzf, 3iDD7bnsjL9J4fO298r0L0, 55vs7NT1KxcFjbMC4y202E, 3lPQ2Fk5JOwGWAF3ORFCqH, 6IRouO5mvvfcyxtPDKMYFN"
https://open.spotify.com/artist/5RZjpmuD14JKXvB8Ry1G1u,103873,hollywood,5RZjpmuD14JKXvB8Ry1G1u,Amanda Seyfried,67,spotify:artist:5RZjpmuD14JKXvB8Ry1G1u,"2HB65P72dFRiOKvbLLcil2, 6U1dBXJhC8gXFjamvFTmHg"
https://open.spotify.com/artist/77CaCn32H4mOMQA7UElzfF,56479,"british orchestra, chamber orchestra, classical, classical performance",77CaCn32H4mOMQA7UElzfF,Academy of St. Martin in the Fields,65,spotify:artist:77CaCn32H4mOMQA7UElzfF,
https://open.spotify.com/artist/6kBjAFKyd0he7LiA5GQ3Gz,632233,"bubblegum dance, eurodance, europop",6kBjAFKyd0he7LiA5GQ3Gz,Aqua,66,spotify:artist:6kBjAFKyd0he7LiA5GQ3Gz,"5ksRONqssB7BR161NTtJAm, 488v7rQzthLNK22r0UvMie, 0Suv0tRrNrUlRzAy8aXjma"
https://open.spotify.com/artist/3Uobr6LgQpBbk6k4QGAb3V,1521741,"alternative metal, nu-metalcore, post-grunge",3Uobr6LgQpBbk6k4QGAb3V,I Prevail,69,spotify:artist:3Uobr6LgQpBbk6k4QGAb3V,"52qKfVcIV4GS8A8Vay2xtt, 6MwPCCR936cYfM1dLsGVnl, 3Ri4H12KFyu98LMjSoij5V, 4NiJW4q9ichVqL1aUsgGAN"
https://open.spotify.com/artist/6LEG9Ld1aLImEFEVHdWNSB,5231180,"desi pop, punjabi hip hop, punjabi pop",6LEG9Ld1aLImEFEVHdWNSB,AP Dhillon,73,spotify:artist:6LEG9Ld1aLImEFEVHdWNSB,"5DHi2MeoRgAwPE0A0qwRMl, 5r3wPya2PpeTTsXsGhQU8O, 6aQfrWHwAcuY8IYItbChZh, 6QoCrBHsojKnOrsGNfRcTN, 69xcFpmqTOmFNOL08Bxyci, 3nqS8jzqmsPKFJTp0BOIel, 0OS0NZnK7TGIAWx8MkWNFN, 6DARBhWbfcS9E4yJzcliqQ"
https://open.spotify.com/artist/4iBwchw0U0GZv5RfVYSMxN,524160,stutter house,4iBwchw0U0GZv5RfVYSMxN,Anyma,69,spotify:artist:4iBwchw0U0GZv5RfVYSMxN,240wlM8vDrf6S4zCyzGj2W
https://open.spotify.com/artist/0WI8OfWCRvK4nGHmKfFQmd,2099213,"latin christian, rap cristiano, reggaeton cristiano",0WI8OfWCRvK4nGHmKfFQmd,Alex Zurdo,67,spotify:artist:0WI8OfWCRvK4nGHmKfFQmd,0WZOmdnCln6FK6GM9e2tGm
https://open.spotify.com/artist/7eLcDZDYHXZCebtQmVFL25,3047270,"latin talent show, latin viral pop, spanish pop",7eLcDZDYHXZCebtQmVFL25,Aitana,73,spotify:artist:7eLcDZDYHXZCebtQmVFL25,"3bvfu2KAve4lPHrhEFDZna, 6k8mwkKJKKjBILo7ypBspl, 0ZHPrnImGh4re3TbSNkoZl, 2bxxlINUlcMQQb39K7IopR, 7qAoXV4U0qDxQAUqhszjAA"
https://open.spotify.com/artist/3GBPw9NK25X1Wt2OUvOwY3,3854409,neo mellow,3GBPw9NK25X1Wt2OUvOwY3,Jack Johnson,77,spotify:artist:3GBPw9NK25X1Wt2OUvOwY3,"0hEurMDQu99nJRq8pTxO14, 2Kx7MNY7cI1ENniW7vT30N, 4phGZZrJZRo4ElhRtViYdl, 3gd8FJtBJtkRxdfbTu19U2, 0EdvGhlC1FkGItLOWQzG4J, 16oZKvXb6WkQlVAjwo2Wbg, 4LEiUm1SRbFMgfqnQTwUbQ, 10exVja0key0uqUkk6LJRT, 7mnBLXK823vNxN3UWB7Gfz"
https://open.spotify.com/artist/7IlRNXHjoOCgEAWN5qYksg,4821821,"basshall, pop urbaine, r&b francais",7IlRNXHjoOCgEAWN5qYksg,Aya Nakamura,73,spotify:artist:7IlRNXHjoOCgEAWN5qYksg,"4uJNQGa3L2frXDxwgouTIw, 4sbXXFzEWJY2zsZjelerjX, 7x3eTVPlBiPjXHn3qotY86, 7gU9VyFRN3JWPJ5oHOil60, 7xNYY1Zkb1vks5m9ATlJok, 4eYnorQRhVHT2KBl2UyHHd, 7CUFPNi1TU8RowpnFRSsZV"
https://open.spotify.com/artist/7cYEt1pqMgXJdq00hAwVpT,7827186,alternative r&b,7cYEt1pqMgXJdq00hAwVpT,Chase Atlantic,80,spotify:artist:7cYEt1pqMgXJdq00hAwVpT,"77SW9BnxLY8rJ0RciFqkHh, 5arKwJZEvT5uKq4o0JfqR4, 1QAJqy2dA3ihHBFIHRphZj, 4Uc8Dsxct0oMqx0P6i60ea, 7I3bkknknQkIiatWiupQgD, 5nvWOyAkfNgVLKESq4fOj2, 25jJ6vyXwTRa0e6XCcdR6U, 3uwAm6vQy7kWPS2bciKWx9, 7Ln80lUS6He07XvHI8qqHH, 63yrD80RY3RNEM2YDpUpO8, 7pwufEBGfggjoI8twqlsmQ, 2uYWxilOVlUdk4oV9DvwqK, 0F3maSKfGGVtfATaAyeyPG, 0Y6dVaC9DZtPNH4591M42W, 00FQb4jTyendYWaN8pK0wa, 3l0CmX0FuQjFxr8SK7Vqag, 35l9BRT7MXmM8bv2WDQiyB, 3pc0bOVB5whxmD50W79wwO, 0e86yPdC41PGRkLp2Q1Bph"
https://open.spotify.com/artist/5ksRONqssB7BR161NTtJAm,861691,"eurodance, europop, new wave pop",5ksRONqssB7BR161NTtJAm,Ace of Base,68,spotify:artist:5ksRONqssB7BR161NTtJAm,"488v7rQzthLNK22r0UvMie, 0Suv0tRrNrUlRzAy8aXjma, 6kBjAFKyd0he7LiA5GQ3Gz, 2SHhfs4BiDxGQ3oxqf0UHY"
https://open.spotify.com/artist/1bfl0AU8SqmLkElptOprhC,5941088,"banda, musica mexicana, norteno, sad sierreno",1bfl0AU8SqmLkElptOprhC,Julión Álvarez y su Norteño Banda,81,spotify:artist:1bfl0AU8SqmLkElptOprhC,"5xYNmNkaWRqu3e5F4UXME8, 1gJdf4Yybu4X5A2xYV3NMV, 3CAhiUHkUYT1mFtVHM9SHA, 5bSfBBCxY8QAk4Pifveisz, 49EE6lVLgU8sp7dFgPshgM, 5YNi3BopLa4XtYRtzML80L, 4J13m9IZh03PEhoxAxRhXO, 2wC90WSKQd0BvdxJZ0mObr, 66ihevNkSYNzRAl44dx6jJ, 1lQO7ePBTp5yOfVK9hicoJ, 6XkjpgcEsYab502Vr1bBeW, 4jogXSSvlyMkODGSZ2wc2P, 1dKdetem2xEmjgvyymzytS, 6AcOTCYBMvjKYy4zms0kaC, 2C6i0I5RiGzDKN9IAF8reh, 4stSxe6AbpXw3x7nRDsYVX, 0vjeBgTzYTwmYoVySJzXGD, 0pePYDrJGk8gqMRbXrLJC8, 1gW6pz5n1aK249L0GvfQCC"
https://open.spotify.com/artist/2AfmfGFbe0A0WsTYm0SDTx,9518983,k-pop girl group,2AfmfGFbe0A0WsTYm0SDTx,(G)I-DLE,75,spotify:artist:2AfmfGFbe0A0WsTYm0SDTx,"28ot3wh4oNmoFOdVajibBl, 6RHTUrRF63xao58xh9FXYJ, 2KC9Qb60EaY0kW4eH68vr3, 6YVMFz59CuY7ngCxTxjpxE, 4SpbR6yFEvexJuaBpgAU5p, 1VwDG9aBflQupaFNjUru9A, 1z4g3DjTBBZKhvAroFlhOM, 4TEK9tIkcoxib4GxT3O4ky"
https://open.spotify.com/artist/6qqNVTkY8uBg9cP3Jd7DAH,97961320,"art pop, pop",6qqNVTkY8uBg9cP3Jd7DAH,Billie Eilish,95,spotify:artist:6qqNVTkY8uBg9cP3Jd7DAH,"1McMsnEElThX1knmY4oliG, 5cj0lLjcoR7YOSnhnX0Po5, 63yrD80RY3RNEM2YDpUpO8, 66CXWjxzNUsdJxJ2JdwvnR, 6KImCVD70vtIoJWnq6nGn3, 26VFTg2z8YR0cCuwLzESi2, 6M2wZ9GZgrQXHCFfjv46we, 00FQb4jTyendYWaN8pK0wa, 4Uc8Dsxct0oMqx0P6i60ea, 0C8ZW7ezQVs4URX5aX7Kqx, 4nDoRrQiYLoBzwC5BhVJzF, 77SW9BnxLY8rJ0RciFqkHh, 3uwAm6vQy7kWPS2bciKWx9, 7n2wHs1TKAczGzO7Dd2rGr, 74KM79TiuVKeVCqs8QtB0B, 5WUlDfRSoLAfcVSX1WnrxN, 1Xyo4u8uXC1ZmMpatF05PJ, 4kYSro6naA4h99UJvo89HB, 6jJ0s89eD6GaHleKKya26X, 7tYKF4w9nC0nq9CsPZTHyP"
https://open.spotify.com/artist/6ovctVkv7d2fBdilDRYfDW,96854,hardwave,6ovctVkv7d2fBdilDRYfDW,Antent,65,spotify:artist:6ovctVkv7d2fBdilDRYfDW,6SdlxyPsQ3B0yYncFmDULP
https://open.spotify.com/artist/4C5EDmZfgkkSwUVFSvuUNP,131471,phonk brasileiro,4C5EDmZfgkkSwUVFSvuUNP,Anar,68,spotify:artist:4C5EDmZfgkkSwUVFSvuUNP,"4DWPOsGWbW7sBHb1UuBvWs, 21zPGluD0MD68ctSgkuMXi, 4hV3aU0WKvFaiX5ugXP5hp, 3QMpCp3GHiHXgnX1LldXWe, 6U0dJxYVB41L8WDZ02Nwuk, 6QwlKB1hO357wh5oNuuInl, 2DtIt7mMzdaEEFVUbSmnoU, 5IpS1TN1Crp8Ym4zjiIrtK"
https://open.spotify.com/artist/4tvKz56Tr39bkhcQUTO0Xr,1278802,"australian indie folk, indie folk",4tvKz56Tr39bkhcQUTO0Xr,Angus & Julia Stone,66,spotify:artist:4tvKz56Tr39bkhcQUTO0Xr,"6xrCU6zdcSTsG2hLrojpmI, 4LEiUm1SRbFMgfqnQTwUbQ, 79hrYiudVcFyyxyJW0ipTy, 3iOvXCl6edW5Um0fXEBRXy, 3XHO7cRUPCLOr6jwp8vsx5"
https://open.spotify.com/artist/4KWTAlx2RvbpseOGMEmROg,4642782,"alternative rock, athens indie, permanent wave, rock",4KWTAlx2RvbpseOGMEmROg,R.E.M.,73,spotify:artist:4KWTAlx2RvbpseOGMEmROg,"5NGO30tJxFlKixkPSgXcFE, 1eClJfHLoDI4rZe5HxzBFv, 6hN9F0iuULZYWXppob22Aj, 0lZoBs4Pzo7R89JM9lxwoT, 51Blml2LZPmy7TTiAg47vQ, 7t0rwkOPGlDPEhaOcVtOt9, 2cGwlqi3k18jFpUyTrsR84, 5gznATMVO85ZcLTkE9ULU7, 0NKDgy9j66h3DLnN8qu1bB, 7lzordPuZEXxwt9aoVZYmG, 0f3EsoviYnRKTkmayI3cux, 4bthk9UfsYUYdcFyqxmSUU, 7bu3H8JO7d0UbMoVzbo70s, 6ogn9necmbUdCppmNnGOdi, 3CkvROUTQ6nRi9yQOcsB50, 2jzc5TC5TVFLXQlBNiIUzE"
https://open.spotify.com/artist/44NX2ffIYHr6D4n7RaZF7A,3228915,"classic rock, folk, folk rock, mellow gold, rock, singer-songwriter, soft rock",44NX2ffIYHr6D4n7RaZF7A,Van Morrison,75,spotify:artist:44NX2ffIYHr6D4n7RaZF7A,"2CvCyf1gEVhI0mX6aFXmVI, 0vn7UBvSQECKJm2817Yf1P, 6v8FB84lnmJs434UJf2Mrm, 3eskO5m0H4yiF64vRySBjr, 6P7H3ai06vU1sGvdpBwDmE, 1R6Hx1tJ2VOUyodEpC12xM, 39T6qqI0jDtSWWioX8eGJz, 4tX2TplrkIP4v05BNC903e, 08F3Y3SctIlsOEmKd6dnH8, 485uL27bPomh29R4JmQehQ"
https://open.spotify.com/artist/3qm84nBOXUEQ2vnTfUTTFC,31455322,"glam metal, hard rock, rock",3qm84nBOXUEQ2vnTfUTTFC,Guns N' Roses,80,spotify:artist:3qm84nBOXUEQ2vnTfUTTFC,"7Ey4PD4MYsKc5I2dolUwbH, 07XSN3sPlIlB2L2XNcTwJw, 711MCceyCBcFnzjGY4Q7Un, 58lV9VcRSjABbAbfWS6skp, 0cc6vw3VN8YlIcvr1v7tBL, 27T030eWyCQRmDyuvr1kxY, 2cnMpRsOVqtPMfq7YiFE6K, 6H1RjVyNruCmrBEWRbD0VZ, 2ye2Wgw4gimLv2eAKyk1NB, 6ZLTlhejhndI4Rh53vYhrY, 4opTS86dN9uO313J9CE8xg, 5M52tdBnJaKSvOpJGz8mfZ, 6mdiAmATAx73kdxrNrnlao, 36QJpDe2go2KgaRleHCDTp, 568ZhdwyaiCyOGJRtNYhWf"
https://open.spotify.com/artist/7y97mc3bZRFXzT2szRM4L4,3312557,"classical, early romantic era, polish classical",7y97mc3bZRFXzT2szRM4L4,Frédéric Chopin,72,spotify:artist:7y97mc3bZRFXzT2szRM4L4,"5wTAi7QkpP6kp8a54lmTOq, 2UqjDAXnDxejEyE0CzfUrZ, 1Uff91EOsvd99rtAupatMP, 2wOqMjp9TyABvtHdOSOTUS, 5aIqB5nVVvmFsvSdExz408, 2QOIawHpSlOwXDvSqQ9YJR, 4NJhFmfw43RLBLjQvxDuRS, 3MKCzCnpzw3TjUYs2v7vDA"
https://open.spotify.com/artist/4rTv3Ejc7hKMtmoBOK1B4T,2084942,canadian hip hop,4rTv3Ejc7hKMtmoBOK1B4T,Ali Gatie,66,spotify:artist:4rTv3Ejc7hKMtmoBOK1B4T,"3gIRvgZssIb9aiirIg0nI3, 7uaIm6Pw7xplS8Dy06V6pT, 4GvEc3ANtPPjt1ZJllr5Zl, 1z7b1Pr1rSlvWRzsW3HOrS, 5JZ7CnR6gTvEMKX4g70Amv, 1W7FNibLa0O0b572tB2w7t, 6LuN9FCkKOj5PcnpouEgny, 2cFrymmkijnjDg9SS92EPM, 5CiGnKThu5ctn9pBxv7DGa, 5IH6FPUwQTxPSXurCrcIov, 4xnihxcoXWK3UqryOSnbw5, 4GNC7GD6oZMSxPGyXy4MNB, 6bmlMHgSheBauioMgKv2tn, 3QSQFmccmX81fWCUSPTS7y, 2jnIB6XdLvnJUeNTy5A0J2"
https://open.spotify.com/artist/2rEVnwCPBeGkWMv425KoG1,1612861,german pop,2rEVnwCPBeGkWMv425KoG1,AYLIVA,75,spotify:artist:2rEVnwCPBeGkWMv425KoG1,"1E8mXBWN7AXZCOPYbOky4J, 0JBdTCGs111JKKYfLqOEBa, 2kS9NyuATpYwjeB93h24H5, 3pjq2pDV9RR6VY55wBjVnp, 1qQLhymHXFPtP5U8KNKsm6, 3ZuBEj9ppJe8GSdKaMTfMN, 3utZ2yeQk0Z3BCOBWP7Vlu"
https://open.spotify.com/artist/25jJ6vyXwTRa0e6XCcdR6U,495481,"dark r&b, sped up",25jJ6vyXwTRa0e6XCcdR6U,Ari Abdul,65,spotify:artist:25jJ6vyXwTRa0e6XCcdR6U,"5arKwJZEvT5uKq4o0JfqR4, 6NRSfOnXw4qaypEfIV2QXn, 0F3maSKfGGVtfATaAyeyPG, 7I3bkknknQkIiatWiupQgD, 0PCCGZ0wGLizHt2KZ7hhA2, 7cYEt1pqMgXJdq00hAwVpT, 7pwufEBGfggjoI8twqlsmQ, 5nvWOyAkfNgVLKESq4fOj2"
https://open.spotify.com/artist/2KtMgfc6pR6Jpovuqrs8Ac,220426,"corrido, sad sierreno",2KtMgfc6pR6Jpovuqrs8Ac,Adrian L Santos,67,spotify:artist:2KtMgfc6pR6Jpovuqrs8Ac,"6bpv92ES2Vcv2OKA3DAhgw, 0FvHxb8a4I0A2i8jKCsFei, 5TcnuUD5MHBfd1cO4kweWD, 6dLuQ5qXxIuWc5urxfIiZR, 5YqI7p8zYsOpKJtjxYdOce, 6pV5zH2LzjOUHaAvENdMMa, 0T8Ix53aIN4F7aEKj4EnKy, 3p8PwzenE7ktd4BVFuQzMD, 04mzq9GH08zOBRdV2gzmXm, 3l9G1G9MxH6DaRhwLklaf5"
https://open.spotify.com/artist/2NoJ7NuNs9nyj8Thoh1kbu,5858507,"filmi, ghazal",2NoJ7NuNs9nyj8Thoh1kbu,Hariharan,74,spotify:artist:2NoJ7NuNs9nyj8Thoh1kbu,"1HGMG8RHvcu1mfdM9MeTek, 1SJOL9HJ08YOn92lFcYf8a, 5Xpg6PBSUOoho2lI9qLjiu, 2IUtwMti1OiT3lkW6RubgH, 5ObQXIcqKtQENK14lQyqiy, 7N0SBLJFpCyQSsv4MfRJ5d, 0LSPREIgGMZXCuKVel7LVD, 41BeeC5hYqvtGkM79RYvN4, 2JEjaa7hWhE1BbL3OcoeFR, 29aw5YCdIw2FEXYyAJZI8l, 1rdQOMFFtoskDXXUVjiGo9, 3NzhVoa20crNtp1p4zE8um, 3m49WVMU4zCkaVEKb8kFW7, 2wPsNCwhEGb0KvChZ5DD52"
https://open.spotify.com/artist/4C3ZmIqca9MWwThLaYbfXu,117204,urbano latino,4C3ZmIqca9MWwThLaYbfXu,The Academy: Segunda Misión,68,spotify:artist:4C3ZmIqca9MWwThLaYbfXu,"3fZk3Gm5dN5v5yfYMQ04Bx, 1pQWsZQehhS4wavwh7Fnxd, 0KPX4Ucy9dk82uj4GpKesn, 4s6Xg38sbqh4xpf4OqhVUK, 14zUHaJZo1mnYtn6IBRaRP, 1r3tpVQ08jFAA2P4xzV5o4, 3m5qlPf2OkihLz3dRYnkPA, 3E12tRURRvPfHz0hAMCFYc, 51XrH5fQP2oIQynuKxSWcW, 4ixNZvQuuzCDxBsxO9zE6L, 17SY5q1CMOZJBRuPcKWwPI, 54seKvtsZauR1iauN0ptpo, 77ziqFxp5gaInVrF2lj4ht, 7jAs1uPnpfNmT6e5qtEPxq, 2cPqdH7XMvwaBJEVjheH8g, 2YRyPiW98bpkARAS4B3OQP"
https://open.spotify.com/artist/1moxjboGR7GNWYIMWsRjgG,6791398,"baroque pop, modern rock, neo mellow, uk alternative pop",1moxjboGR7GNWYIMWsRjgG,Florence + The Machine,77,spotify:artist:1moxjboGR7GNWYIMWsRjgG,"4dwdTW1Lfiq0cM8nBAqIIz, 3iOvXCl6edW5Um0fXEBRXy, 3gd8FJtBJtkRxdfbTu19U2, 13saZpZnCDWOI9D4IJhp1f, 4LEiUm1SRbFMgfqnQTwUbQ, 163tK9Wjr9P9DmM0AVK7lm, 3Bd1cgCjtCI32PYvDC3ynO, 6oBm8HB0yfrIc9IHbxs6in, 3XHO7cRUPCLOr6jwp8vsx5, 2FXC3k01G6Gw61bmprjgqS, 16oZKvXb6WkQlVAjwo2Wbg, 2qk9voo8llSGYcZ6xrBzKx, 3K2zB87GZv1krx031en5VA, 0C0XlULifJtAgn6ZNCW2eu, 2WX2uTcsvV5OnS0inACecP, 7mnBLXK823vNxN3UWB7Gfz"
https://open.spotify.com/artist/0XKOBt59crntr7HQXXO8Yz,2930862,"contemporary country, country, country road",0XKOBt59crntr7HQXXO8Yz,Brooks & Dunn,72,spotify:artist:0XKOBt59crntr7HQXXO8Yz,"2M4Yt7oKGoYd0wqU44k4i2, 1pTuR132U5b4Rizal2Pr7m, 6rJqqRce0Kvo2dJUXoHleC"
https://open.spotify.com/artist/124jbwgd8Hh6LW7jAqTa8r,14356,,124jbwgd8Hh6LW7jAqTa8r,Agatino Romero,70,spotify:artist:124jbwgd8Hh6LW7jAqTa8r,"1c3uso4iIeeX3P0bhKaQDq, 6EVyI0S0b1Ld2nm37m5x85, 2fsk4VlJdNF6G8cCMDrrzB, 5Y2FS5YbGf7yRDumzD5nY3, 4ZhFCxPekpmV12n2xMeF2z, 5wCmhq5J2hPwL2r0eKurxn"
https://open.spotify.com/artist/0PrhwIWbqYFYyY2ZrkIWgI,1606836,"banda, corrido, corridos alternativos, corridos tumbados, musica mexicana, norteno, sad sierreno, sierreno",0PrhwIWbqYFYyY2ZrkIWgI,Adriel Favela,65,spotify:artist:0PrhwIWbqYFYyY2ZrkIWgI,"5FAAR1LqXQp0HbgVfQ8ZWE, 4stSxe6AbpXw3x7nRDsYVX, 3hTffafUYLLgO4yuPAxb5U, 0vjeBgTzYTwmYoVySJzXGD"
